idx,char_pos,cmdVx,cmdVy,cmdVw,ts
384,103029,0.0,0.0,0.2,2026-05-06 18:23:46.778
385,103258,0.0,0.0,0.2,2026-05-06 18:23:46.778
386,103556,0.0,0.0,0.2,2026-05-06 18:23:46.778
387,103787,0.0,0.0,0.2,2026-05-06 18:23:47.235
388,103849,0.0,0.0,0.2,2026-05-06 18:23:47.235
389,104078,0.0,0.0,0.2,2026-05-06 18:23:47.235
390,104437,0.0,0.0,0.2,2026-05-06 18:23:47.235
391,104907,0.0,0.0,0.2,2026-05-06 18:23:47.235
392,105377,0.0,0.0,0.2,2026-05-06 18:23:47.235
393,105606,0.0,0.0,0.2,2026-05-06 18:23:47.235
394,105844,0.0,0.0,0.2,2026-05-06 18:23:47.235
395,106318,0.0,0.0,0.2,2026-05-06 18:23:47.235
396,106547,0.0,0.0,0.2,2026-05-06 18:23:47.235
397,107149,0.0,0.0,0.2,2026-05-06 18:23:47.235
398,107491,0.0,0.0,0.2,2026-05-06 18:23:47.235
399,107732,0.0,0.0,0.2,2026-05-06 18:23:47.235
400,107961,0.0,0.0,0.2,2026-05-06 18:23:47.235
401,108199,0.0,0.0,0.2,2026-05-06 18:23:47.235
402,108676,0.0,0.0,0.2,2026-05-06 18:23:47.235
403,109143,0.0,0.0,0.2,2026-05-06 18:23:47.360
404,109372,0.0,0.0,0.2,2026-05-06 18:23:47.360
405,109670,0.0,0.0,0.2,2026-05-06 18:23:47.360
406,109901,0.0,0.0,0.2,2026-05-06 18:23:47.360
407,109962,0.0,0.0,0.2,2026-05-06 18:23:47.360
408,110191,0.0,0.0,0.2,2026-05-06 18:23:47.360
409,110546,0.0,0.0,0.2,2026-05-06 18:23:47.635
410,110775,0.0,0.0,0.2,2026-05-06 18:23:47.635
411,110900,0.0,0.0,0.2,2026-05-06 18:23:47.635
412,111242,0.0,0.0,0.2,2026-05-06 18:23:47.635
413,111480,0.0,0.0,0.2,2026-05-06 18:23:47.635
414,111709,0.0,0.0,0.2,2026-05-06 18:23:47.635
415,111834,0.0,0.0,0.2,2026-05-06 18:23:47.635
416,112176,0.0,0.0,0.1995,2026-05-06 18:23:47.635
417,112414,0.0,0.0,0.193,2026-05-06 18:23:47.635
418,112643,0.0,0.0,0.193,2026-05-06 18:23:47.635
419,112941,0.0,0.0,0.175,2026-05-06 18:23:47.635
420,113172,0.0,0.0,0.1706,2026-05-06 18:23:47.635
421,113416,0.0,0.0,0.1299,2026-05-06 18:23:47.635
422,113647,0.0,0.0,0.1205,2026-05-06 18:23:47.668
423,113936,0.0,0.0,0.0513,2026-05-06 18:23:47.820
424,114410,0.0,0.0,0.0143,2026-05-06 18:23:47.820
425,114773,0.0027,0.0,0.0021,2026-05-06 18:23:47.820
426,115239,0.0086,0.0,0.0,2026-05-06 18:23:47.820
427,115462,0.0086,0.0,0.0,2026-05-06 18:23:47.820
